target	set	yes	no
91	23,80	4	6
92	23,80	5	6
93	23,80	4	5
94	23,80	4	6
95	23,80	4	11
96	23,80	6	9
97	23,80	6	5
98	23,80	3	6
99	23,80	6	7
100	23,80	3	7
1	24,35	3	6
2	24,35	0	10
3	24,35	2	9
4	24,35	0	11
5	24,35	2	8
6	24,35	0	11
7	24,35	2	8
8	24,35	2	12
9	24,35	3	9
10	24,35	1	8
11	24,35	2	8
12	24,35	5	5
13	24,35	2	8
14	24,35	2	8
15	24,35	2	7
16	24,35	1	10
17	24,35	1	10
18	24,35	1	9
19	24,35	4	6
20	24,35	1	11
21	24,35	1	9
22	24,35	3	9
23	24,35	1	12
24	24,35	8	6
25	24,35	1	8
26	24,35	4	5
27	24,35	4	7
28	24,35	4	6
29	24,35	5	8
30	24,35	3	7
31	24,35	4	8
32	24,35	3	7
33	24,35	5	9
34	24,35	5	5
35	24,35	5	8
36	24,35	2	7
37	24,35	3	6
38	24,35	3	9
39	24,35	2	7
40	24,35	3	7
41	24,35	3	7
42	24,35	6	4
43	24,35	3	6
44	24,35	4	6
45	24,35	2	8
46	24,35	5	5
47	24,35	5	6
48	24,35	1	10
49	24,35	5	6
50	24,35	2	8
51	24,35	3	7
52	24,35	2	8
53	24,35	3	7
54	24,35	4	7
55	24,35	4	7
56	24,35	2	8
57	24,35	4	7
58	24,35	2	9
59	24,35	1	9
60	24,35	4	6
61	24,35	3	7
62	24,35	2	9
63	24,35	2	8
64	24,35	2	8
65	24,35	2	8
66	24,35	0	9
67	24,35	0	13
68	24,35	2	9
69	24,35	2	9
70	24,35	1	9
71	24,35	0	10
72	24,35	1	8
73	24,35	0	10
74	24,35	1	12
75	24,35	1	9
76	24,35	2	8
77	24,35	2	7
78	24,35	1	11
79	24,35	0	11
80	24,35	1	10
81	24,35	0	13
82	24,35	0	10
83	24,35	1	8
84	24,35	2	7
85	24,35	3	8
86	24,35	0	10
87	24,35	0	10
88	24,35	0	9
89	24,35	1	9
90	24,35	2	10
91	24,35	4	8
92	24,35	0	9
93	24,35	0	9
94	24,35	1	10
95	24,35	2	11
96	24,35	1	9
97	24,35	1	8
98	24,35	0	10
99	24,35	2	8
100	24,35	0	9
1	25	6	7
2	25	3	10
3	25	3	7
4	25	3	9
5	25	10	1
6	25	3	7
7	25	2	12
8	25	2	9
9	25	1	11
10	25	9	5
11	25	2	9
12	25	1	10
13	25	1	8
14	25	1	10
15	25	9	0
16	25	3	7
17	25	2	8
18	25	0	12
19	25	2	10
20	25	7	4
21	25	1	10
22	25	5	4
23	25	2	8
24	25	3	7
25	25	12	0
26	25	4	7
27	25	4	5
28	25	1	10
29	25	5	7
30	25	7	3
31	25	4	7
32	25	1	11
33	25	3	8
34	25	2	8
35	25	8	1
36	25	3	8
37	25	2	7
38	25	2	8
39	25	2	11
40	25	8	5
41	25	2	9
42	25	3	6
43	25	5	10
44	25	2	8
45	25	5	4
46	25	2	8
47	25	5	6
48	25	1	9
49	25	3	7
50	25	13	1
51	25	4	9
52	25	2	7
53	25	3	7
54	25	1	12
55	25	9	2
56	25	1	10
57	25	2	9
58	25	2	9
59	25	3	9
60	25	5	8
61	25	4	6
62	25	1	9
63	25	3	9
64	25	1	10
65	25	5	7
66	25	3	7
67	25	2	9
68	25	3	7
69	25	1	9
70	25	5	5
71	25	2	8
72	25	1	10
73	25	2	10
74	25	2	8
75	25	8	2
76	25	3	9
77	25	3	10
78	25	3	8
79	25	2	8
80	25	7	6
81	25	2	10
82	25	1	8
83	25	2	9
84	25	0	14
85	25	10	4
86	25	2	8
87	25	3	11
88	25	2	9
89	25	3	7
90	25	4	7
91	25	2	8
92	25	2	10
93	25	0	12
94	25	1	10
95	25	7	3
96	25	2	10
97	25	2	9
98	25	1	9
99	25	2	11
100	25	10	2
1	25,17	4	6
2	25,17	2	7
3	25,17	4	7
4	25,17	0	9
5	25,17	7	2
6	25,17	2	10
7	25,17	4	6
8	25,17	1	8
9	25,17	5	4
10	25,17	1	10
11	25,17	5	4
12	25,17	2	7
13	25,17	6	3
14	25,17	4	7
15	25,17	5	4
16	25,17	3	10
17	25,17	9	1
18	25,17	2	7
19	25,17	6	3
20	25,17	6	5
21	25,17	5	4
22	25,17	2	7
23	25,17	7	7
24	25,17	2	7
25	25,17	10	1
26	25,17	5	6
27	25,17	6	4
28	25,17	3	7
29	25,17	9	2
30	25,17	2	7
31	25,17	4	5
32	25,17	3	6
33	25,17	3	6
34	25,17	5	6
35	25,17	9	1
36	25,17	1	9
37	25,17	5	4
38	25,17	1	8
39	25,17	3	6
40	25,17	2	8
41	25,17	4	5
42	25,17	3	8
43	25,17	6	3
44	25,17	2	7
45	25,17	6	6
46	25,17	2	8
47	25,17	5	4
48	25,17	1	8
49	25,17	4	7
50	25,17	1	9
51	25,17	5	4
52	25,17	2	7
53	25,17	6	4
54	25,17	3	9
55	25,17	3	6
56	25,17	2	7
57	25,17	6	5
58	25,17	0	9
59	25,17	4	6
60	25,17	0	9
61	25,17	6	4
62	25,17	2	7
63	25,17	5	5
64	25,17	1	9
65	25,17	5	4
66	25,17	1	8
67	25,17	4	6
68	25,17	2	7
69	25,17	7	5
70	25,17	2	7
71	25,17	4	6
72	25,17	1	8
73	25,17	4	6
74	25,17	2	9
75	25,17	6	3
76	25,17	1	9
77	25,17	3	7
78	25,17	1	9
79	25,17	5	4
80	25,17	2	7
81	25,17	5	4
82	25,17	1	12
83	25,17	4	6
84	25,17	1	9
85	25,17	4	5
86	25,17	0	9
87	25,17	5	4
88	25,17	0	9
89	25,17	5	7
90	25,17	1	10
91	25,17	4	5
92	25,17	1	8
93	25,17	4	5
94	25,17	0	11
95	25,17	6	3
96	25,17	3	7
97	25,17	3	7
98	25,17	1	14
99	25,17	6	6
100	25,17	1	8
1	25,82	2	9
2	25,82	2	11
3	25,82	0	11
4	25,82	1	12
5	25,82	2	9
6	25,82	4	6
7	25,82	2	9
8	25,82	2	7
9	25,82	1	8
10	25,82	1	11
11	25,82	2	10
12	25,82	4	5
13	25,82	0	9
14	25,82	1	8
15	25,82	2	7
16	25,82	2	7
17	25,82	1	9
18	25,82	2	10
19	25,82	1	12
20	25,82	2	7
21	25,82	3	6
22	25,82	2	7
23	25,82	2	8
24	25,82	4	10
25	25,82	7	2
26	25,82	4	10
27	25,82	5	6
28	25,82	9	3
29	25,82	7	3
30	25,82	3	7
31	25,82	1	9
32	25,82	5	4
33	25,82	2	7
34	25,82	3	7
35	25,82	7	6
36	25,82	4	7
37	25,82	2	7
38	25,82	4	5
39	25,82	5	5
40	25,82	5	4
41	25,82	2	9
42	25,82	9	2
43	25,82	2	7
44	25,82	5	5
45	25,82	1	9
46	25,82	1	8
47	25,82	2	7
48	25,82	4	9
49	25,82	2	9
50	25,82	2	7
51	25,82	3	7
52	25,82	12	1
53	25,82	4	5
54	25,82	5	9
55	25,82	4	8
56	25,82	5	7
57	25,82	3	7
58	25,82	5	6
59	25,82	4	6
60	25,82	5	7
61	25,82	5	7
62	25,82	7	2
63	25,82	3	9
64	25,82	2	8
65	25,82	4	5
66	25,82	3	6
67	25,82	5	6
68	25,82	2	9
69	25,82	2	7
70	25,82	3	6
71	25,82	2	7
72	25,82	9	2
73	25,82	4	7
74	25,82	1	9
75	25,82	5	5
76	25,82	3	7
77	25,82	3	10
78	25,82	5	7
79	25,82	2	8
80	25,82	6	11
81	25,82	4	5
82	25,82	8	1
83	25,82	3	6
84	25,82	3	6
85	25,82	3	8
86	25,82	1	12
87	25,82	2	7
88	25,82	2	7
89	25,82	2	7
90	25,82	0	10
91	25,82	2	9
92	25,82	3	7
93	25,82	1	10
94	25,82	4	7
95	25,82	4	7
96	25,82	1	10
97	25,82	3	6
98	25,82	1	10
99	25,82	1	8
100	25,82	0	12
1	26	2	8
2	26	6	3
3	26	2	7
4	26	4	5
5	26	1	8
6	26	7	2
7	26	1	10
8	26	4	7
9	26	2	7
10	26	5	4
11	26	2	8
12	26	6	3
13	26	3	6
14	26	6	3
15	26	4	7
16	26	9	4
17	26	2	8
18	26	6	3
19	26	2	7
20	26	6	5
21	26	4	5
22	26	10	0
23	26	5	4
24	26	11	2
25	26	5	4
26	26	10	0
27	26	5	6
28	26	9	3
29	26	5	5
30	26	2	7
31	26	3	7
32	26	8	1
33	26	5	5
34	26	5	5
35	26	3	7
36	26	9	0
37	26	3	6
38	26	4	5
39	26	1	8
40	26	3	7
41	26	3	7
42	26	4	5
43	26	1	8
44	26	6	7
45	26	2	7
46	26	7	3
47	26	1	10
48	26	4	5
49	26	1	8
50	26	4	6
51	26	4	7
52	26	3	6
53	26	2	8
54	26	3	7
55	26	1	11
56	26	6	3
57	26	1	8
58	26	4	5
59	26	2	9
60	26	8	3
61	26	1	8
62	26	5	4
63	26	3	7
64	26	8	8
65	26	5	7
66	26	7	2
67	26	5	6
68	26	5	6
69	26	2	7
70	26	3	6
71	26	1	8
72	26	5	4
73	26	2	10
74	26	3	7
75	26	0	9
76	26	6	3
77	26	3	6
78	26	6	6
79	26	2	8
80	26	3	6
81	26	1	8
82	26	6	7
83	26	1	8
84	26	4	5
85	26	2	7
86	26	7	2
87	26	1	9
88	26	8	3
89	26	1	8
90	26	5	4
91	26	1	10
92	26	7	5
93	26	0	9
94	26	3	6
95	26	2	7
96	26	5	4
97	26	1	9
98	26	4	5
99	26	0	9
100	26	7	4
1	26,2	0	9
2	26,2	6	3
3	26,2	0	9
4	26,2	8	3
5	26,2	1	8
6	26,2	6	3
7	26,2	1	8
8	26,2	9	5
9	26,2	0	12
10	26,2	8	6
11	26,2	1	10
12	26,2	8	4
13	26,2	5	7
14	26,2	6	3
15	26,2	3	12
16	26,2	12	3
17	26,2	0	11
18	26,2	9	6
19	26,2	2	8
20	26,2	12	3
21	26,2	1	11
22	26,2	10	5
23	26,2	2	7
24	26,2	8	4
25	26,2	4	7
26	26,2	8	1
27	26,2	0	12
28	26,2	12	3
29	26,2	1	13
30	26,2	8	3
31	26,2	0	10
32	26,2	8	1
33	26,2	3	12
34	26,2	6	5
35	26,2	2	12
36	26,2	8	8
37	26,2	0	12
38	26,2	6	3
39	26,2	0	13
40	26,2	9	5
41	26,2	2	7
42	26,2	11	3
43	26,2	2	7
44	26,2	6	7
45	26,2	0	9
46	26,2	5	4
47	26,2	1	10
48	26,2	7	5
49	26,2	2	11
50	26,2	10	7
51	26,2	1	15
52	26,2	6	5
53	26,2	1	13
54	26,2	6	5
55	26,2	0	9
56	26,2	6	3
57	26,2	1	16
58	26,2	5	4
59	26,2	1	16
60	26,2	4	5
61	26,2	0	10
62	26,2	6	3
63	26,2	0	11
64	26,2	7	4
65	26,2	0	12
66	26,2	6	3
67	26,2	1	9
68	26,2	7	2
69	26,2	1	8
70	26,2	8	1
71	26,2	0	13
72	26,2	7	7
73	26,2	0	15
74	26,2	4	5
75	26,2	0	15
76	26,2	9	8
77	26,2	0	9
78	26,2	4	5
79	26,2	1	8
80	26,2	6	3
81	26,2	0	10
82	26,2	10	5
83	26,2	0	14
84	26,2	3	6
85	26,2	0	13
86	26,2	5	7
87	26,2	0	13
88	26,2	7	2
89	26,2	2	15
90	26,2	8	6
91	26,2	0	9
92	26,2	8	2
93	26,2	0	13
94	26,2	6	10
95	26,2	0	13
96	26,2	5	6
97	26,2	1	10
98	26,2	9	5
99	26,2	1	8
100	26,2	2	7
1	27,37,67	2	8
2	27,37,67	2	8
3	27,37,67	0	9
4	27,37,67	0	11
5	27,37,67	2	8
6	27,37,67	2	9
7	27,37,67	9	0
8	27,37,67	0	10
9	27,37,67	2	8
10	27,37,67	0	10
11	27,37,67	1	8
12	27,37,67	0	10
13	27,37,67	2	11
14	27,37,67	1	8
15	27,37,67	1	8
16	27,37,67	1	11
17	27,37,67	11	1
18	27,37,67	1	8
19	27,37,67	1	10
20	27,37,67	1	10
21	27,37,67	0	10
22	27,37,67	0	13
23	27,37,67	0	12
24	27,37,67	1	8
25	27,37,67	3	11
26	27,37,67	0	9
27	27,37,67	9	1
28	27,37,67	0	11
29	27,37,67	0	10
30	27,37,67	0	10
31	27,37,67	0	11
32	27,37,67	1	13
33	27,37,67	1	9
34	27,37,67	1	10
35	27,37,67	0	13
36	27,37,67	1	9
37	27,37,67	9	1
38	27,37,67	1	13
39	27,37,67	0	10
40	27,37,67	3	6
41	27,37,67	0	16
42	27,37,67	1	9
43	27,37,67	1	9
44	27,37,67	1	9
45	27,37,67	1	11
46	27,37,67	2	8
47	27,37,67	8	2
48	27,37,67	0	10
49	27,37,67	0	11
50	27,37,67	2	10
51	27,37,67	0	12
52	27,37,67	0	9
53	27,37,67	1	8
54	27,37,67	0	10
55	27,37,67	2	9
56	27,37,67	0	14
57	27,37,67	14	1
58	27,37,67	0	9
59	27,37,67	0	10
60	27,37,67	0	10
61	27,37,67	0	16
62	27,37,67	0	10
63	27,37,67	1	12
64	27,37,67	0	10
65	27,37,67	1	9
66	27,37,67	0	9
67	27,37,67	7	2
68	27,37,67	0	10
69	27,37,67	1	8
70	27,37,67	1	11
71	27,37,67	1	9
72	27,37,67	0	12
73	27,37,67	1	8
74	27,37,67	0	10
75	27,37,67	1	10
76	27,37,67	0	10
77	27,37,67	11	1
78	27,37,67	0	10
79	27,37,67	0	10
80	27,37,67	0	14
81	27,37,67	0	10
82	27,37,67	0	13
83	27,37,67	2	9
84	27,37,67	0	11
85	27,37,67	0	13
86	27,37,67	0	10
87	27,37,67	9	1
88	27,37,67	1	10
89	27,37,67	1	9
90	27,37,67	1	8
91	27,37,67	3	11
92	27,37,67	0	13
93	27,37,67	0	12
94	27,37,67	0	9
95	27,37,67	1	10
96	27,37,67	0	13
97	27,37,67	8	1
98	27,37,67	0	10
99	27,37,67	1	9
100	27,37,67	0	10
1	28,13	3	7
2	28,13	4	6
3	28,13	4	7
4	28,13	2	7
5	28,13	1	8
6	28,13	1	10
7	28,13	3	7
8	28,13	5	4
9	28,13	4	6
10	28,13	2	7
11	28,13	4	5
12	28,13	4	7
13	28,13	9	3
14	28,13	6	3
15	28,13	2	7
16	28,13	4	8
17	28,13	5	9
18	28,13	8	3
19	28,13	5	4
20	28,13	4	7
21	28,13	4	6
22	28,13	4	8
23	28,13	5	4
24	28,13	6	5
25	28,13	1	9
26	28,13	3	6
27	28,13	5	6
28	28,13	7	4
29	28,13	4	6
30	28,13	4	7
31	28,13	3	7
32	28,13	3	8
33	28,13	2	8
34	28,13	4	6
35	28,13	4	7
36	28,13	4	6
37	28,13	4	6
38	28,13	6	4
39	28,13	3	6
40	28,13	5	5
41	28,13	3	8
42	28,13	1	8
43	28,13	5	5
44	28,13	3	6
45	28,13	0	11
46	28,13	3	6
47	28,13	2	8
48	28,13	4	5
49	28,13	2	7
50	28,13	0	11
51	28,13	0	10
52	28,13	3	7
53	28,13	4	6
54	28,13	2	9
55	28,13	1	11
56	28,13	1	9
57	28,13	2	8
58	28,13	4	8
59	28,13	0	10
60	28,13	2	9
61	28,13	0	11
62	28,13	5	5
63	28,13	4	5
64	28,13	3	6
65	28,13	2	9
66	28,13	3	8
67	28,13	0	10
68	28,13	3	7
69	28,13	0	9
70	28,13	2	10
71	28,13	0	11
72	28,13	2	9
73	28,13	4	7
74	28,13	0	10
75	28,13	3	6
76	28,13	1	9
77	28,13	0	11
78	28,13	6	4
79	28,13	0	10
80	28,13	1	9
81	28,13	3	7
82	28,13	2	8
83	28,13	2	7
84	28,13	2	7
85	28,13	1	10
86	28,13	5	7
87	28,13	1	9
88	28,13	2	10
89	28,13	1	11
90	28,13	2	7
91	28,13	2	7
92	28,13	0	9
93	28,13	4	6
94	28,13	1	8
95	28,13	1	9
96	28,13	3	8
97	28,13	2	8
98	28,13	5	4
99	28,13	1	8
100	28,13	4	7
1	28,2	1	12
2	28,2	8	3
3	28,2	0	9
4	28,2	8	2
5	28,2	0	10
6	28,2	8	7
7	28,2	0	10
8	28,2	5	5
9	28,2	3	7
10	28,2	4	5
11	28,2	0	11
12	28,2	7	4
13	28,2	0	9
14	28,2	7	5
15	28,2	0	9
16	28,2	5	5
17	28,2	0	9
18	28,2	7	4
19	28,2	1	11
20	28,2	7	3
21	28,2	3	10
22	28,2	6	3
23	28,2	2	8
24	28,2	8	2
25	28,2	3	6
26	28,2	8	1
27	28,2	4	5
28	28,2	13	1
29	28,2	4	12
30	28,2	4	7
31	28,2	4	5
32	28,2	10	3
33	28,2	2	10
34	28,2	6	5
35	28,2	0	9
36	28,2	5	4
37	28,2	0	9
38	28,2	9	1
39	28,2	1	8
40	28,2	5	5
41	28,2	0	9
42	28,2	7	2
43	28,2	0	9
44	28,2	9	4
45	28,2	0	10
46	28,2	8	2
47	28,2	1	11
48	28,2	6	5
49	28,2	0	14
50	28,2	6	5
51	28,2	1	8
52	28,2	6	4
53	28,2	1	9
54	28,2	8	5
55	28,2	0	10
56	28,2	5	4
57	28,2	0	10
58	28,2	4	5
59	28,2	2	10
60	28,2	4	5
61	28,2	0	9
62	28,2	12	5
63	28,2	0	9
64	28,2	7	5
65	28,2	1	8
66	28,2	3	7
67	28,2	0	11
68	28,2	6	4
69	28,2	0	12
70	28,2	6	4
71	28,2	0	9
72	28,2	5	5
73	28,2	0	9
74	28,2	4	7
75	28,2	1	10
76	28,2	9	2
77	28,2	1	8
78	28,2	5	5
79	28,2	1	9
80	28,2	8	3
81	28,2	1	9
82	28,2	9	2
83	28,2	1	8
84	28,2	7	4
85	28,2	1	8
86	28,2	8	4
87	28,2	2	10
88	28,2	7	2
89	28,2	2	10
90	28,2	5	4
91	28,2	0	11
92	28,2	8	6
93	28,2	1	11
94	28,2	5	4
95	28,2	0	11
96	28,2	5	4
97	28,2	0	9
98	28,2	5	5
99	28,2	0	11
100	28,2	6	3
1	28,98	1	11
2	28,98	3	6
3	28,98	0	9
4	28,98	0	14
5	28,98	2	9
6	28,98	3	8
7	28,98	1	11
8	28,98	10	3
9	28,98	3	10
10	28,98	1	8
11	28,98	0	9
12	28,98	2	11
13	28,98	1	11
14	28,98	1	10
15	28,98	0	10
16	28,98	1	8
17	28,98	0	9
18	28,98	9	5
19	28,98	0	10
20	28,98	1	8
21	28,98	2	10
22	28,98	0	10
23	28,98	2	13
24	28,98	1	10
25	28,98	0	10
26	28,98	4	6
27	28,98	1	9
28	28,98	7	2
29	28,98	3	8
30	28,98	3	8
31	28,98	0	10
32	28,98	1	8
33	28,98	1	8
34	28,98	1	9
35	28,98	1	10
36	28,98	1	8
37	28,98	1	9
38	28,98	12	0
39	28,98	0	10
40	28,98	4	8
41	28,98	2	7
42	28,98	3	8
43	28,98	1	9
44	28,98	1	8
45	28,98	2	9
46	28,98	3	7
47	28,98	2	10
48	28,98	7	3
49	28,98	1	10
50	28,98	2	7
51	28,98	1	8
52	28,98	4	6
53	28,98	0	10
54	28,98	0	9
55	28,98	2	8
56	28,98	2	8
57	28,98	1	8
58	28,98	9	0
59	28,98	1	8
60	28,98	3	6
61	28,98	3	8
62	28,98	0	11
63	28,98	2	9
64	28,98	5	7
65	28,98	1	8
66	28,98	2	10
67	28,98	1	12
68	28,98	8	2
69	28,98	0	10
70	28,98	3	7
71	28,98	2	8
72	28,98	4	8
73	28,98	3	7
74	28,98	3	7
75	28,98	1	9
76	28,98	2	8
77	28,98	2	10
78	28,98	7	3
79	28,98	2	7
80	28,98	3	6
81	28,98	0	11
82	28,98	2	8
83	28,98	3	8
84	28,98	3	9
85	28,98	1	11
86	28,98	2	8
87	28,98	4	7
88	28,98	8	2
89	28,98	0	10
90	28,98	4	8
91	28,98	1	9
92	28,98	4	7
93	28,98	0	11
94	28,98	0	10
95	28,98	1	9
96	28,98	4	5
97	28,98	2	11
98	28,98	10	0
99	28,98	1	9
100	28,98	2	8
1	29,62,98	3	15
2	29,62,98	4	7
3	29,62,98	1	17
4	29,62,98	3	10
5	29,62,98	0	13
6	29,62,98	2	9
7	29,62,98	3	8
8	29,62,98	4	11
9	29,62,98	1	8
10	29,62,98	0	11
11	29,62,98	1	9
12	29,62,98	3	9
13	29,62,98	2	8
14	29,62,98	5	11
15	29,62,98	0	11
16	29,62,98	6	8
17	29,62,98	3	9
18	29,62,98	2	9
19	29,62,98	4	7
20	29,62,98	2	9
21	29,62,98	4	8
22	29,62,98	4	13
23	29,62,98	5	10
24	29,62,98	5	6
25	29,62,98	3	12
26	29,62,98	7	5
27	29,62,98	4	8
28	29,62,98	5	7
29	29,62,98	5	6
30	29,62,98	5	10
31	29,62,98	2	10
32	29,62,98	7	5
33	29,62,98	4	9
34	29,62,98	4	6
35	29,62,98	6	8
36	29,62,98	13	7
37	29,62,98	4	8
38	29,62,98	4	5
39	29,62,98	8	6
40	29,62,98	5	10
41	29,62,98	6	5
42	29,62,98	7	5
43	29,62,98	6	5
44	29,62,98	4	8
45	29,62,98	7	12
46	29,62,98	3	8
47	29,62,98	5	5
48	29,62,98	5	6
49	29,62,98	6	4
50	29,62,98	4	7
51	29,62,98	6	4
52	29,62,98	6	5
53	29,62,98	3	6
54	29,62,98	3	8
55	29,62,98	7	7
56	29,62,98	6	4
57	29,62,98	4	7
58	29,62,98	8	7
59	29,62,98	3	7
60	29,62,98	7	4
61	29,62,98	5	7
62	29,62,98	6	5
63	29,62,98	8	6
64	29,62,98	8	5
65	29,62,98	6	7
66	29,62,98	8	2
67	29,62,98	7	6
68	29,62,98	8	2
69	29,62,98	7	8
70	29,62,98	5	13
71	29,62,98	5	7
72	29,62,98	5	7
73	29,62,98	4	7
74	29,62,98	7	4
75	29,62,98	1	8
76	29,62,98	6	4
77	29,62,98	7	6
78	29,62,98	7	4
79	29,62,98	7	4
80	29,62,98	4	5
81	29,62,98	6	9
82	29,62,98	7	6
83	29,62,98	3	7
84	29,62,98	6	8
85	29,62,98	5	5
86	29,62,98	10	5
87	29,62,98	7	8
88	29,62,98	6	6
89	29,62,98	6	4
90	29,62,98	5	6
91	29,62,98	6	9
92	29,62,98	8	3
93	29,62,98	7	4
94	29,62,98	8	4
95	29,62,98	6	9
96	29,62,98	9	7
97	29,62,98	3	8
98	29,62,98	4	5
99	29,62,98	4	6
100	29,62,98	3	13
1	29,77,37,17	4	6
2	29,77,37,17	0	11
3	29,77,37,17	6	4
4	29,77,37,17	3	7
5	29,77,37,17	4	7
6	29,77,37,17	2	10
7	29,77,37,17	7	3
8	29,77,37,17	0	9
9	29,77,37,17	4	5
10	29,77,37,17	1	9
11	29,77,37,17	4	6
12	29,77,37,17	2	8
13	29,77,37,17	8	7
14	29,77,37,17	1	10
15	29,77,37,17	6	4
16	29,77,37,17	0	11
17	29,77,37,17	6	3
18	29,77,37,17	2	8
19	29,77,37,17	7	2
20	29,77,37,17	0	14
21	29,77,37,17	2	7
22	29,77,37,17	1	11
23	29,77,37,17	6	4
24	29,77,37,17	0	9
25	29,77,37,17	5	6
26	29,77,37,17	1	9
27	29,77,37,17	6	3
28	29,77,37,17	0	11
29	29,77,37,17	7	3
30	29,77,37,17	0	10
31	29,77,37,17	6	6
32	29,77,37,17	0	12
33	29,77,37,17	5	5
34	29,77,37,17	1	9
35	29,77,37,17	6	6
36	29,77,37,17	1	12
37	29,77,37,17	7	2
38	29,77,37,17	2	9
39	29,77,37,17	10	2
40	29,77,37,17	0	10
41	29,77,37,17	2	7
42	29,77,37,17	0	9
43	29,77,37,17	3	6
44	29,77,37,17	1	9
45	29,77,37,17	4	6
46	29,77,37,17	1	10
47	29,77,37,17	7	3
48	29,77,37,17	1	8
49	29,77,37,17	10	5
50	29,77,37,17	0	13
51	29,77,37,17	4	6
52	29,77,37,17	3	6
53	29,77,37,17	6	5
54	29,77,37,17	2	12
55	29,77,37,17	5	6
56	29,77,37,17	0	14
57	29,77,37,17	7	2
58	29,77,37,17	1	10
59	29,77,37,17	7	2
60	29,77,37,17	0	9
61	29,77,37,17	4	5
62	29,77,37,17	1	8
63	29,77,37,17	3	9
64	29,77,37,17	1	8
65	29,77,37,17	4	6
66	29,77,37,17	1	8
67	29,77,37,17	8	1
68	29,77,37,17	1	8
69	29,77,37,17	10	4
70	29,77,37,17	0	11
71	29,77,37,17	4	11
72	29,77,37,17	0	9
73	29,77,37,17	5	4
74	29,77,37,17	0	11
75	29,77,37,17	5	4
76	29,77,37,17	0	9
77	29,77,37,17	10	1
78	29,77,37,17	2	8
79	29,77,37,17	7	5
80	29,77,37,17	0	11
81	29,77,37,17	4	7
82	29,77,37,17	0	9
83	29,77,37,17	1	9
84	29,77,37,17	1	9
85	29,77,37,17	4	6
86	29,77,37,17	1	11
87	29,77,37,17	9	2
88	29,77,37,17	0	10
89	29,77,37,17	8	2
90	29,77,37,17	2	8
91	29,77,37,17	5	9
92	29,77,37,17	1	8
93	29,77,37,17	2	7
94	29,77,37,17	0	12
95	29,77,37,17	5	5
96	29,77,37,17	0	10
97	29,77,37,17	7	3
98	29,77,37,17	0	10
99	29,77,37,17	6	4
100	29,77,37,17	1	10
1	29,9,3,31	7	4
2	29,9,3,31	1	9
3	29,9,3,31	7	2
4	29,9,3,31	1	8
5	29,9,3,31	3	6
6	29,9,3,31	2	7
7	29,9,3,31	5	5
8	29,9,3,31	2	7
9	29,9,3,31	5	4
10	29,9,3,31	2	8
11	29,9,3,31	6	3
12	29,9,3,31	2	8
13	29,9,3,31	6	3
14	29,9,3,31	2	10
15	29,9,3,31	5	5
16	29,9,3,31	3	10
17	29,9,3,31	5	4
18	29,9,3,31	2	7
19	29,9,3,31	6	3
20	29,9,3,31	3	6
21	29,9,3,31	8	4
22	29,9,3,31	1	8
23	29,9,3,31	5	4
24	29,9,3,31	2	8
25	29,9,3,31	5	4
26	29,9,3,31	1	8
27	29,9,3,31	3	6
28	29,9,3,31	2	7
29	29,9,3,31	7	2
30	29,9,3,31	5	4
31	29,9,3,31	8	5
32	29,9,3,31	2	7
33	29,9,3,31	3	6
34	29,9,3,31	4	5
35	29,9,3,31	5	5
36	29,9,3,31	0	10
37	29,9,3,31	5	4
38	29,9,3,31	1	8
39	29,9,3,31	6	3
40	29,9,3,31	2	7
41	29,9,3,31	4	5
42	29,9,3,31	1	8
43	29,9,3,31	3	7
44	29,9,3,31	1	8
45	29,9,3,31	2	7
46	29,9,3,31	1	9
47	29,9,3,31	5	4
48	29,9,3,31	0	10
49	29,9,3,31	6	4
50	29,9,3,31	0	11
51	29,9,3,31	4	5
52	29,9,3,31	1	9
53	29,9,3,31	5	4
54	29,9,3,31	0	9
55	29,9,3,31	2	7
56	29,9,3,31	3	7
57	29,9,3,31	4	6
58	29,9,3,31	1	8
59	29,9,3,31	5	4
60	29,9,3,31	2	7
61	29,9,3,31	4	5
62	29,9,3,31	2	8
63	29,9,3,31	3	6
64	29,9,3,31	1	8
65	29,9,3,31	5	4
66	29,9,3,31	2	8
67	29,9,3,31	4	5
68	29,9,3,31	0	10
69	29,9,3,31	4	5
70	29,9,3,31	1	8
71	29,9,3,31	6	5
72	29,9,3,31	0	9
73	29,9,3,31	4	7
74	29,9,3,31	2	7
75	29,9,3,31	4	8
76	29,9,3,31	1	8
77	29,9,3,31	1	10
78	29,9,3,31	0	11
79	29,9,3,31	2	7
80	29,9,3,31	1	8
81	29,9,3,31	6	7
82	29,9,3,31	0	9
83	29,9,3,31	4	5
84	29,9,3,31	2	7
85	29,9,3,31	1	8
86	29,9,3,31	1	8
87	29,9,3,31	1	9
88	29,9,3,31	0	10
89	29,9,3,31	5	4
90	29,9,3,31	2	10
91	29,9,3,31	3	6
92	29,9,3,31	1	8
93	29,9,3,31	6	3
94	29,9,3,31	1	11
95	29,9,3,31	2	7
96	29,9,3,31	0	10
97	29,9,3,31	4	5
98	29,9,3,31	0	9
99	29,9,3,31	5	4
100	29,9,3,31	1	8
1	3	6	6
2	3	5	5
3	3	9	1
4	3	5	5
5	3	5	7
6	3	7	5
7	3	8	7
8	3	5	5
9	3	10	3
10	3	2	9
11	3	5	5
